Date,Close
2023-04-14,17568.932689274137
2023-04-17,17610.027814492896
2023-04-18,17614.380167904805
2023-04-19,17599.429800381513
2023-04-20,17604.01783920829
2023-04-21,17504.639393478243
2023-04-24,17493.655799086366
2023-04-25,17511.511427661953
2023-04-26,17585.40612989903
2023-04-27,17559.492618985347
2023-04-28,17519.06793884069
2023-05-01,17493.98008666146
2023-05-02,17539.750192546566
2023-05-03,17556.187748029548
2023-05-04,17529.699737841198
2023-05-05,17555.363109496866
2023-05-08,17560.216986964268
2023-05-09,17608.64923649091
2023-05-10,17573.546581797043
2023-05-11,17557.163474467157
2023-05-12,17537.558066810547
2023-05-15,17464.382319403943
2023-05-16,17479.18833325717
2023-05-17,17492.241096866164
2023-05-18,17492.49676969829
2023-05-19,17480.76741302953
2023-05-22,17409.99887592701
2023-05-23,17388.966609788742
2023-05-24,17371.830883962404
2023-05-25,17331.717020501324
2023-05-26,17323.65273491802
2023-05-29,17343.85527775875
2023-05-30,17438.164572819274
2023-05-31,17446.893463460867
2023-06-01,17459.770982997004
2023-06-02,17456.0486872087
2023-06-05,17360.110126443746
2023-06-06,17358.784432671284
2023-06-07,17361.795943168338
2023-06-08,17484.9580487926
2023-06-09,17475.340000553544
2023-06-12,17490.417367670223
2023-06-13,17488.68177918496
2023-06-14,17430.247877303987
2023-06-15,17487.38901802974
2023-06-16,17524.985669664075
2023-06-19,17564.53726701623
2023-06-20,17519.06789427649
2023-06-21,17589.207609823297
2023-06-22,17519.11505668368
2023-06-23,17548.457911373695
2023-06-26,17657.980692664194
2023-06-27,17608.45387640766
2023-06-28,17580.13898992752
2023-06-29,17585.121558181905
2023-06-30,17559.947775476092
2023-07-03,17482.414603922785
2023-07-04,17485.842752663088
2023-07-05,17432.727566976784
2023-07-06,17456.407188508543
2023-07-07,17410.435976796853
2023-07-10,17487.932697047727
2023-07-11,17448.770032430915
2023-07-12,17432.666956620633
2023-07-13,17473.342817489116
2023-07-14,17411.79960166742
2023-07-17,17423.172598397625
2023-07-18,17488.52973611175
2023-07-19,17408.155574383687
2023-07-20,17417.3872673103
2023-07-21,17430.38140702272
2023-07-24,17469.472550611586
2023-07-25,17407.625015067682
2023-07-26,17341.60218441347
2023-07-27,17367.699262694314
2023-07-28,17382.548496355972
2023-07-31,17395.073138873267
2023-08-01,17412.395549348115
2023-08-02,17378.394313269193
2023-08-03,17390.006998127243
2023-08-04,17404.660621792176
2023-08-07,17368.94305089086
2023-08-08,17462.231776448094
2023-08-09,17485.923422493684
2023-08-10,17426.35824763355
2023-08-11,17459.185928065242
2023-08-14,17410.451844553878
2023-08-15,17449.806074741
2023-08-16,17507.73585369137
2023-08-17,17466.701737773787
2023-08-18,17514.870544236
2023-08-21,17535.509590582828
2023-08-22,17576.61259858255
2023-08-23,17671.45224771525
2023-08-24,17659.182841915106
2023-08-25,17621.49603369723
2023-08-28,17577.020312215955
2023-08-29,17536.22979796768
2023-08-30,17532.374712496978
2023-08-31,17549.432311237808
2023-09-01,17563.26685120431
2023-09-04,17604.62601365611
2023-09-05,17605.276108250007
2023-09-06,17677.952812107873
2023-09-07,17664.719970445974
2023-09-08,17800.728428775456
2023-09-11,17832.011796163704
2023-09-12,17789.15391834289
2023-09-13,17735.609293439837
2023-09-14,17759.732914201995
2023-09-15,17748.559774935704
2023-09-18,17784.259799640306
2023-09-19,17807.921680868985
2023-09-20,17804.28023523614
2023-09-21,17761.94054933272
2023-09-22,17686.198188098428
2023-09-25,17663.872440495077
2023-09-26,17706.69238021125
2023-09-27,17717.39706741776
2023-09-28,17655.11012848216
2023-09-29,17663.76917477472
2023-10-02,17683.035043761163
2023-10-03,17638.842171951106
2023-10-04,17646.52842724838
2023-10-05,17649.438863170682
2023-10-06,17592.29034827915
2023-10-09,17610.179716296563
2023-10-10,17638.218942614978
2023-10-11,17692.37150477374
2023-10-12,17745.061607375486
2023-10-13,17676.17813897763
2023-10-16,17629.286886981874
2023-10-17,17655.038650342307
2023-10-18,17680.727947887917
2023-10-19,17706.48033220322
2023-10-20,17899.116906735955
2023-10-23,17927.661432270615
2023-10-24,17984.439714279644
2023-10-25,18032.139802454305
2023-10-26,18064.709365019593
2023-10-27,18048.94590278758
2023-10-30,18086.89436381224
2023-10-31,18048.25310308536
2023-11-01,18036.41217274836
2023-11-02,18012.143995356906
2023-11-03,18016.237702326223
2023-11-06,18131.970630659896
2023-11-07,18038.60737103031
2023-11-08,18072.920380549036
2023-11-09,17992.284586989554
2023-11-10,17968.68799370008
2023-11-13,18023.13552354845
2023-11-14,18026.349524503225
2023-11-15,17972.462285606758
2023-11-16,17936.69710014376
2023-11-17,17970.676987590494
2023-11-20,17934.158656004638
2023-11-21,17944.981585483736
2023-11-22,17947.260177478925
2023-11-23,17914.680160098636
2023-11-24,18021.8773645649
2023-11-27,18053.573315680802
2023-11-28,17952.31618634792
2023-11-29,17961.638902086394
2023-11-30,17928.549578847975
2023-12-01,17971.171245587786
2023-12-04,17931.54520866615
2023-12-05,17925.808386592806
2023-12-06,17951.05775054183
2023-12-07,17994.345510250332
2023-12-08,17934.330689897546
2023-12-11,17917.6056281055
2023-12-12,17893.85836254745
2023-12-13,17861.191900918766
2023-12-14,17949.464612932818
2023-12-15,17969.713698480868
2023-12-18,17906.669500764114
2023-12-19,17952.562598116852
2023-12-20,18058.670407967486
2023-12-21,18110.29367099504
2023-12-22,18034.325172697343
2023-12-25,18010.113469054028
2023-12-26,18073.45902651336
2023-12-27,18038.075553232422
2023-12-28,18060.266524639734
2023-12-29,18098.9982273112
2024-01-01,18052.651703732296
2024-01-02,18049.675435929206
2024-01-03,17887.61206892575
2024-01-04,17836.39268685904
2024-01-05,17823.76427928938
2024-01-08,17761.375120191136
2024-01-09,17842.99568538772
2024-01-10,17771.488616489685
2024-01-11,17749.48639215484
2024-01-12,17756.02342101914
2024-01-15,17828.08708547245
2024-01-16,17756.293977913476
2024-01-17,17814.452165521223
2024-01-18,17814.963818572203
2024-01-19,17765.888386019808
2024-01-22,17788.993559732968
2024-01-23,17798.946544511644
2024-01-24,17768.935700653703
2024-01-25,17772.425804903203
2024-01-26,17753.160125060116
2024-01-29,17758.835992322678
2024-01-30,17791.94252604873
2024-01-31,17871.243366855997
2024-02-01,17809.352591914656
2024-02-02,17916.00426064747
2024-02-05,17818.399870671343
2024-02-06,17810.810615919567
2024-02-07,17840.226476243795
2024-02-08,17854.276069630545
2024-02-09,17823.141093639515
2024-02-12,17812.73498112165
2024-02-13,17788.08493438871
2024-02-14,17758.6166965415
2024-02-15,17801.096801392552
2024-02-16,17818.947575690803
2024-02-19,17784.30209592777
2024-02-20,17829.282089699434
2024-02-21,17844.647065743266
2024-02-22,17885.29017168521
2024-02-23,17916.77161378139
2024-02-26,17875.321863235287
2024-02-27,17847.31281122544
2024-02-28,17884.677491481605
2024-02-29,17915.196004753278
2024-03-01,17914.15092505507
2024-03-04,17920.01729422051
2024-03-05,17983.90053900993
2024-03-06,17954.321969568136
2024-03-07,17981.67683862664
2024-03-08,17971.567206004944
2024-03-11,17960.683145843584
2024-03-12,18015.621988442945
2024-03-13,18056.892805892345
2024-03-14,18097.56828769238
2024-03-15,18162.842228050093
2024-03-18,18163.89242013173
2024-03-19,18197.99006869648
2024-03-20,18182.47673086681
2024-03-21,18198.68504849123
2024-03-22,18192.177895772846
2024-03-25,18197.02769402248
2024-03-26,18226.785545294326
2024-03-27,18185.874511132653
2024-03-28,18290.493874916927
2024-03-29,18240.193005841942
2024-04-01,18179.483575202554
2024-04-02,18237.389118877556
2024-04-03,18276.972253575703
2024-04-04,18308.178244428313
2024-04-05,18339.595519891525
2024-04-08,18338.98318124918
2024-04-09,18294.120462674888
2024-04-10,18297.910690584577
2024-04-11,18264.05260500897
2024-04-12,18312.808591679855
2024-04-15,18305.45572260475
2024-04-16,18264.180862765126
2024-04-17,18248.111570682475
2024-04-18,18268.758143396255
2024-04-19,18240.571915756056
2024-04-22,18199.460895977736
2024-04-23,18211.645256552332
2024-04-24,18223.893585107766
2024-04-25,18198.54642633921
2024-04-26,18174.994511058296
2024-04-29,18186.597007926175
2024-04-30,18114.19279085131
2024-05-01,18043.819602132484
2024-05-02,18007.897391069862
2024-05-03,17997.22503348427
2024-05-06,18012.77041176417
2024-05-07,18086.538222611645
2024-05-08,18129.421203771748
2024-05-09,18121.424277273578
2024-05-10,18120.47346687844
2024-05-13,18070.34699864655
2024-05-14,18069.421341846934
2024-05-15,18054.988409900925
2024-05-16,18071.12433791783
2024-05-17,18029.762790740213
2024-05-20,18055.730116452272
2024-05-21,18132.3670621024
2024-05-22,18126.929054679556
2024-05-23,18147.014640784506
2024-05-24,18181.52184037006
2024-05-27,18161.46081677577
2024-05-28,18172.66544086629
2024-05-29,18173.29506090538
2024-05-30,18178.178865832822
2024-05-31,18139.528376640046
2024-06-03,18140.753885352995
2024-06-04,18165.653799915268
2024-06-05,18238.21098030502
2024-06-06,18286.17452160928
2024-06-07,18393.833644484857
2024-06-10,18355.466266340456
2024-06-11,18399.08229817649
2024-06-12,18408.249398463406
2024-06-13,18517.73954512429
2024-06-14,18477.324630856532
2024-06-17,18435.338538747492
2024-06-18,18405.36890647529
2024-06-19,18299.174120259802
2024-06-20,18272.886369175765
2024-06-21,18234.929736098078
2024-06-24,18242.449425421888
2024-06-25,18259.537224210748
2024-06-26,18353.34576617154
2024-06-27,18400.866958080846
2024-06-28,18372.021775297726
